review_id,text,actual_stars,s1_pred,s1_expl,s2_pred,s2_expl,s3_pred,s3_expl
105,"The sales people here are very knowledgable and helpful. They are also very friendly and great with reccomendations.

I know it is a comic store but I only went there for DnD books/suppliments and ocassional Anime.

I am pretty sure their Anime is bootleged, but due to how cheap it is and the fact that you usually can't find it anywhere else I don't care. They often come in complete sets for like 30 bucks which is great for a whole series. I have had problems watching them on PS2/Xbox sometimes but due to the price I keep coming back. 

Now then if it weren't for this next part they would have a 4 star.

They no longer sell DnD books, or Dice sets which breaks my heart. They always had the best selection when it came to dice and I haven't been able to find another place that carries more than 5-6 at a time.

Out of all the Atomic Comics I have been to I like this one the most, the people there are always fun and inviting I can't stress that enough.",3,0,Error: Extra data: line 5 column 1 (char 301),3,Mixed review with praise for staff and selection but criticism for removal of key products (DnD books and dice).,0,Error: Invalid control character at: line 3 column 80 (char 105)
106,"Once again, THE TROUGH SLURPERS offer far too many stars to this mundane eatery, proving again that they are truly CANAILLE of the first order.:
Slow indifferent service
Mediocre food
The kind of wine that patrons of kokopelli swill with delight, calling it ambrosia when it's actually dishwater.
But..as with Kokopelli, it keeps the shit eaters out of the better restaurants! So, I say to you canaille..flock, flock there with your disruptive screaming children and your leathery palates.",1,0,Error: Extra data: line 5 column 1 (char 215),1,Highly negative review using strong insults and sarcasm towards both the restaurant and its patrons.,0,Error: Invalid control character at: line 3 column 232 (char 257)
107,"We were excited when we found that we could add George and Sons to our delivery list.  The food is good, not great, but it was a great option on lazy nights.  Tonight when the food was delivered it seemed like the price was a bit high.  There wasn't an itemized receipt attached to the credit card slip so I said to the delivery guy this seems high.  He gave no explanation so I tipped as usual.  Well turns out that there is a $4 delivery charge so this guy made a pretty big tip for driving down the street. I have no problem with delivery charges because there are some crappy tippers out there; I just hate having extra charges slipped onto my bill with no explanation. This will probably be the last time we order.",2,0,Error: Extra data: line 5 column 1 (char 205),2,"Mixed review with negative aspects about pricing transparency and delivery charge. Despite positive initial sentiment, the customer expresses dissatisfaction and intends to stop ordering due to feeling misled.",0,Error: Extra data: line 5 column 1 (char 843)
108,"Love this place !

Food is spicy and always cooked just right.  Menu changes every so often and have nightly specials too.  Service is great.  No matter what night you go it is busy.

it is a great little find.",5,5,"The review uses overwhelmingly positive language like 'love,' 'great,' and 'best' indicating a very happy customer.",5,"Highly positive review with praise for food quality, variety, service, and popularity.",4,"Here's a breakdown of the review:

**Positive Aspects:**
* **Food Quality:** The reviewer explicitly states ""Food is spicy and always cooked just right.""
* **Menu Variety:** They appreciate the changing menu and nightly specials, indicating freshness and options.
* **Service:**  The reviewer highlights ""Service is great.""
* **Popularity:**  ""No matter what night you go it is busy."" This suggests a good reputation and demand, often indicative of quality.

**Negative Aspects:**
* None are explicitly mentioned in the review.

**Overall:** The review is overwhelmingly positive. The reviewer uses strong language like ""Love this place!"" and ""great little find."" The only potential drawback is the busy nature, which could be a positive or negative depending on personal preference.  Given the enthusiasm and positive aspects highlighted, 4 stars seems appropriate."
109,"I attended a UYE (Unofficial Yelp Event) here and I have to say that Haus Murphy's pretty much wowed all 20 or so of us!

It has taken me over a week to get to the review.  I was still reflecting on the German meatloaf, red cabbage and Weihenstephaner Hefeweizen.

How do you say, ""Damn that was good!"" in German?  I have new found respect for German cuisine thanks to Chef Hoffman (not sure about the spelling there).

The fubar of Yelpers (I am pretty sure that is the correct term for a large gathering of Yelpers) dined on the patio which is a great space.  Service was very good throughout the meal.

There was quite a bit of sharing going on and although I don't remember everything I tried, it was all really good.

It was great to see so many friends and meet some new Yelpers like Norm!",5,0,Error: Extra data: line 5 column 1 (char 249),5,"Overwhelmingly positive sentiment.  Reviewer uses enthusiastic language like 'wowed,' 'damn that was good,' and expresses strong approval for the food, service, and atmosphere.",5,"This review is overwhelmingly positive. Here's a breakdown:

**Positive Aspects:**
* **Food:** The reviewer uses highly enthusiastic language to describe the German meatloaf, red cabbage, and beer. They even mention their newfound respect for German cuisine thanks to Chef Hoffman.
* **Atmosphere:**  The patio is described as a great space. 
* **Service:** Service was very good throughout the meal.
* **Social Experience:** The reviewer enjoyed seeing friends and meeting new people at the UYE event.

**Negative Aspects:**
* There are none explicitly mentioned. The reviewer does mention a 'fubar' of Yelpers, but this seems to be used playfully rather than negatively.

**Overall:** The reviewer's strong positive sentiments about the food, atmosphere, service, and social experience clearly indicate a 5-star rating."
110,"Like Red Robin, Carraba's is my go-to Italian joint that I know I wont be disappointed in.  

I love their bread and the yummy oil/herbs that go with it.  I do ask for butter as well, but they always seem to bring out this frozen ball of butter.  I don't get that.

The best dish they have is their Pollo Rosa Maria.  It consists of two chicken breasts, stuff with fontina cheese and covered with a huge helping of sauteed mushrooms.  Make sure to get it with fettuccine alfredo.  It's a must!... if you don't like pasta, I dont know what to tel ya.  The combo of the two is a match made in heaven.

They have great salads and their own special house dressing.  Heads up on your ranch lovers.  they do not have ranch dressing.

As for their deserts, Im not much of a fan until they have their quarterly creme brulet.

Good food!",4,4,"The reviewer expresses clear enjoyment and preference for Carrabba's Italian cuisine, highlighting specific dishes like the Pollo Rosa Maria and fettuccine alfredo. While they mention minor issues (like the frozen butter), their overall tone is positive and enthusiastic.",4,Overwhelmingly positive sentiment with specific praise for dishes and service. Minor complaints about butter and lack of ranch dressing do not detract from overall positive view.,0,Error: Invalid control character at: line 3 column 378 (char 403)
111,"The green chili  pulled pork omelet  was delightfully good.  The coffee was great, and so is the decor.  The cream chipped beef and biscuits are also pretty fantastic.",4,0,Error: Extra data: line 5 column 1 (char 199),5,Overwhelmingly positive sentiment with praise for multiple menu items and ambiance.,4,"This review is overwhelmingly positive. The reviewer uses strong positive language like 'delightfully good,' 'great,' and 'fantastic' to describe multiple menu items: the green chili pulled pork omelet, coffee, cream chipped beef and biscuits, and even the decor. There are no negative mentions or criticisms of any aspect of the restaurant experience.

A four-star rating reflects this high level of satisfaction."
112,"This is one of the only places in Phoenix that carries legitimate book binding supplies like book cloth and all sorts of decorative binding papers (unlike the decorative kind for scrapbooking). I love that I can order online, and then they will call me when my order is ready and I can just head on down to Tempe to pick my stuff up.

While I haven't taken any of their classes, they look pretty awesome. I have had experiences with old letter press techniques, and this place offers classes in it. I think I'm going to have to sign up!",4,5,"The reviewer expresses strong positive sentiment using words like 'love', 'awesome', and 'think I'm going to have to'. They highlight specific products and services they appreciate.",5,"Overwhelmingly positive sentiment expressed towards the store's products, service, and class offerings.",4,"This review is overwhelmingly positive. Here's a breakdown:

**Positive Aspects:**
* **Unique Inventory:** The reviewer highlights the store's specialized selection of bookbinding supplies, emphasizing the quality and difference from typical scrapbooking materials.
* **Convenient Ordering & Pickup:**  The online ordering system with in-store pickup is praised for its ease and efficiency.
* **Attractive Classes:**  The reviewer expresses interest in the classes offered, particularly those focusing on letterpress techniques.

**Negative Aspects:**
* The review doesn't mention any negative aspects. 

**Overall Impression:** The reviewer clearly appreciates this store for its specific offerings and convenient service. Their enthusiasm for the classes suggests a strong potential for continued patronage.  A 4-star rating accurately reflects the high level of satisfaction expressed."
113,"Their beef gyro's are delicious!  Great portions for what you pay.  And their falafel is really good too.  Not a great portion it seems for an order of hummus, we got like one piece of pita.  Just didn't seem to be much there.  We always do carryout, and either the bartender is really nice and funny, or just werent very friendly.",3,0,Error: Extra data: line 5 column 1 (char 241),4,"Mostly positive review with compliments on gyro, portions, and falafel. Negative feedback on hummus portion size. Mixed sentiment about the bartender.",4,"Here's a breakdown of the review:

**Positive Aspects:**
* **Delicious gyros:** The reviewer explicitly states that the beef gyros are delicious.
* **Good portions for price:** They mention great portions for the price paid, indicating value for money.
* **Good falafel:**  The falafel is also praised as being good.

**Negative Aspects:**
* **Small hummus portion:** The reviewer expresses disappointment with the small amount of hummus received, particularly the lack of pita bread.
* **Inconsistent bartender friendliness:** The service from the bartender seems to be hit or miss, sometimes friendly and funny, other times not very friendly.

**Overall:** The positive aspects heavily outweigh the negative. While the hummus portion was disappointing and the service inconsistent, the delicious gyros and good falafel, coupled with reasonable prices, suggest a generally positive dining experience.  Therefore, a 4-star rating seems appropriate."
114,"One of my fav sushi places in the Valley.  Great place to take someone who has never tried sushi or still is unsure of what they like.  Great place to take someone who loves sushi but is indecisive.  Some of my favorites include the spicy shrimp/crab roll, Phoenix roll, and their squid salad.  Plus - you can't beat the Vegas roll - $1.50 for 3 pieces? It's a steal!  Definitely one of the more fun sushi places in the Valley!",5,5,"The reviewer uses very positive language like 'fav,' 'great,' and 'fun' to describe their experience. They highlight specific dishes they enjoyed and even mention the value for money with the Vegas roll.",5,Highly positive review with specific recommendations and praise for value.,0,Error: Extra data: line 5 column 1 (char 703)
115,"So great to see the occasional NY style pizzeria pop up amid all these chi-town ""pizza"" impersonators... Sorry, but if you think pizza is cut in squares, or it's crust should taste like a stale saltine cracker, perhaps this isn't for you.

A great street style joint with friendly staff and always a great selection ready to go, and conveniently located right next to AMC 24. Bring a messenger bag or purse and get some Vincents to go, and avoid the concession stand. Just sayin...",4,5,"The reviewer expresses strong positive sentiment towards the pizzeria, praising its New York style and contrasting it favorably with 'chi-town pizza impersonators'.  They recommend it highly.",5,"Highly positive review expressing strong preference for New York style pizza over Chicago style. Praises staff, selection, and convenience.",4,"This review is overwhelmingly positive. Here's a breakdown:

**Positive Aspects:**
* **Strong preference for NY style:** The reviewer clearly favors New York-style pizza and sees this place as a welcome alternative to Chicago-style.
* **Critical of local competition:**  The language ""chi-town 'pizza' impersonators"" shows a clear preference and a belief that the pizzeria does something better.
* **Praise for quality:**  The reviewer highlights ""great street style"" and ""always a great selection ready to go"", implying good food.
* **Positive service:** ""Friendly staff"" is mentioned, indicating a good customer experience.
* **Convenient location:** Being next to AMC 24 is a clear benefit for moviegoers.
* **Recommendation:** The reviewer explicitly suggests bringing Vincent's pizza over concession stand options.

**Negative Aspects:**
*  The initial comparison to Chicago-style could be seen as slightly dismissive, although it's framed within the context of personal preference.

**Overall:** The review is very positive with a strong endorsement for the pizzeria. While there's a slight negative element related to local competition, it's overshadowed by the numerous praises. "
116,"I don't know what Bar Smith is trying to be. I feel like instead of just saying okay we are going to be a X music club on Saturday night they decided to try and appease too many people. 90s R&B and Hip hop on the first floor Techno Electronica on the roof top bar. 

oooooKAY.

I visited the during the 4th Annual Pub crawl at 11:30 at night the place was still pretty empty. 

Drinks-Meh
Crowd-Meh, I am still trying to find the young professional males in this area.
Layout- I like it
Bouncers-Really big and Super nice but then again I smiled a lot and didn't give them a hard time about my ID. 

The last 2 is what gives it the A-Okay and not a full out Meh. I could see throwing a party there, people love dancing outside and on rooftops. This has both and the first floor DJ was decent, all things considered. 

I will give this place another chance. 

Maybe it can redeem itself up to 4 stars.",3,3,"The review is mixed with both positive and negative aspects. The reviewer finds the music selection confusing, the crowd underwhelming, and the drinks average. However, they appreciate the layout, friendly bouncers, rooftop bar, and potential for parties.",3,"Mixed review with both positive and negative aspects. The reviewer mentions liking the layout, bouncers, and potential for parties, but finds the music selection confusing and the crowd lacking. Ultimately, they are willing to give it another chance.",3,"The review presents a mixed bag of experiences at Bar Smith. 

**Positives:**
* **Layout:** The reviewer appreciates the layout of the venue, especially with both indoor and outdoor spaces for dancing.
* **Rooftop Bar:** The rooftop bar is seen as a positive feature, likely appealing to those who enjoy outdoor settings.
* **Bouncers:**  The reviewers found the bouncers friendly and helpful.
* **First Floor DJ:** While not outstanding, the reviewer found the first floor DJ 'decent'.

**Negatives:**
* **Ambiguous Identity:** The reviewer feels the bar tries to be too many things at once (90s R&B/Hip Hop vs. Techno Electronica), which may alienate certain crowds.
* **Empty Venue:** During the visit, the venue was relatively empty, possibly indicating a lack of consistent draw.
* **Drinks & Crowd:** The reviewer found both the drinks and the crowd to be 'meh', suggesting average quality in these areas.

**Overall:**  The positive aspects of layout, rooftop bar, bouncers, and potential for parties outweigh the negatives. However, the mixed vibes, lackluster crowd, and average drinks prevent a higher rating. The reviewer's willingness to give it another chance suggests room for improvement."
117,"I am not a fan of this place. I like to try to stay positive though so here is my attempt a the proverbial ""positive sandwich""

Top Bun: The location is fantastic. I really like where it is, its a cute little place that is very easy to find.

The Meat of the Matter: The food here is odd. I am very open to trying new things and experiencing different cultures. As I have mentioned in other reviews, I love all types of food from all over the world. I didn't care for this place. I ordered an appetizer that was wrapped in a banana leaf and i honestly thought I was eating an ashtray. It wasn't good. The pad thai that I sampled was very lifeless. I had a friend get a big bowl of soup that looked good but i didn't try it. 

Lettuce, onions pickles, tomato: The service was not good. I sat at the bar the first time I went here and we got ignored for the most part. The bartender (who i believe doesn't work there anymore, luckily) sniffed at me when I asked for clarification on something. There are also jars of really weird floating things at the bar (probably pickled/preserved veggies/meat/fruits etc.) it was unappetizing to be around....I don't have a weak stomach at all, it was just odd. The second time I went in, the service was equally as bad. there was a table of 8 of us for lunch and the place was mostly dead and I had to go up and ask them to take our order after we sat waiting for 30 minutes. Subsequently, the menu is small and the prices are high with not much room for substitutions or changes

Bottom bun: I like the owner, he is really nice and friendly. The cooks were also friendly. I like to believe that my taste buds merely didn't care for this place. I know a lot of people that have very positive things to say about this place. I will not recommend it as a personal favorite and I will quite frankly probably avoid it unless it is specifically requested by a client. I am completely fine with the concept that not everyone has to like the same things. I personally have not had a good experience with this place, but I respect the fact that a majority of the reviewers for it have.",1,2,"While the reviewer acknowledges some positive aspects like the location and friendly staff, they heavily criticize the food, describing it as 'odd' and unappetizing. The service is also repeatedly called out as poor. Overall, the negative experience outweighs the positives.",2,"While the reviewer attempts to find positives, the overall sentiment is negative due to complaints about food quality, service issues, and an unappealing atmosphere. The 'positive sandwich' structure highlights the reviewer's struggle to find genuine positives.",0,Error: Invalid control character at: line 3 column 224 (char 249)
118,"I LOVE love LOVE Coffee Bean.  I have been in love with Coffee Bean for years.  I am so bummed out that they are not all over the place like the ""S"" coffee store.  

One of my favie drinks are the Pure Cholocate Ice Blended with whip cream and Green Tea Latte.  The service is always friendly, perky, and fully of sunshine.",5,5,"This review is overwhelmingly positive, expressing strong love for the Coffee Bean brand, praising specific drinks and staff friendliness.",5,Extremely positive sentiment expressed through repeated use of 'love' and positive descriptions of both products and service.,5,"This review is overwhelmingly positive. Here's a breakdown:

**Positive Aspects:**
* **Strong emotional connection:** The reviewer expresses intense love for Coffee Bean, using multiple instances of 'love' and stating they've been a fan for years.
* **Specific drink recommendations:**  They mention two favorite drinks by name, showing familiarity and enjoyment with the menu.
* **Positive service experience:** They describe the staff as friendly, perky, and full of sunshine, highlighting a positive interaction.
* **Wish for wider availability:** While framed as a negative (they want more locations), it shows the reviewer values the brand and would patronize it more if possible.

**Negative Aspects:**
*  The comparison to 'S' coffee store is implied criticism, suggesting Coffee Bean might lack the same widespread accessibility.

Overall, the positive aspects significantly outweigh any negative sentiment. The reviewer's passion for Coffee Bean is clear, making a 5-star rating appropriate."
119,The noodles are delicious here. I had the vegetarian spicy noodle. It doesn't come with anything but noodles and the sauce. It would be great if they could add some veggies in there though. So you chose the type of noodle you want and then the flavor. The prices are super cheap and the service is fast. The portions are huge and I could have eaten the whole plate if I didn't stop myself. I am curious to know if they use MSG because it was that hard to stop eating.,3,0,Error: Extra data: line 5 column 1 (char 279),4,"Generally positive review with praise for taste, portions, price, and speed.  A minor suggestion for added veggies is noted.",4,"This review highlights several positive aspects: 

* **Delicious Noodles:** The reviewer explicitly states the noodles are delicious and enjoyed the vegetarian spicy noodle flavor.
* **Affordable Prices:**  The reviewer mentions the prices as 'super cheap'.
* **Fast Service:**  Service is described as 'fast'.
* **Generous Portions:** The reviewer found the portions to be 'huge'. 

However, there are a couple of minor criticisms:

* **Lack of Vegetables:** The reviewer suggests adding vegetables to the noodle dish would improve it.
* **Potential MSG Use:** While not a negative in itself, the reviewer's curiosity about MSG hints at a possible over-reliance on it for flavor. 

Overall, the positive aspects outweigh the minor criticisms, leading to a 4-star rating."
120,"Long wait for food, waitresses that don't know what they're doing, grumpy hosts, and crappy food that keeps us off the lake for 2 hours is not somewhere I plan on going ever again.",1,1,"The review expresses extreme dissatisfaction with nearly every aspect of the experience: long wait times, incompetent staff, rude hosts, and poor food quality. The reviewer explicitly states they will never return.",1,"Overwhelmingly negative sentiment expressed through multiple complaints about service, food quality, and overall experience.",0,Error: Extra data: line 5 column 1 (char 897)
121,"Amazing sushi. Fast, clean, fresh. Friendly staff. Favorites are Arizona, Beauty, Alaska, and Spicy Ninja, although everything here is some of the best around hands down!",5,5,"The review uses overwhelmingly positive language such as 'amazing,' 'fast,' 'clean,' 'fresh,' 'friendly,' and 'best around.' The reviewer explicitly names favorite dishes and recommends the restaurant highly.",5,"Highly positive review with specific praise for sushi quality, service, and staff. Lists favorite dishes.",0,Error: Extra data: line 5 column 1 (char 585)
122,"Part 2 of the business trip.  Dinner with the sales team.

We always have fun when out on the road and this was no exception. 

The need for sushi is somtimes primal.  This was one of those nights.  

Starting off with happy hour prices that were awesome we easily knocked down three bottles of Sake while deciding what treats to order.

We ordered a tableful of great sushi- alot of variety and had a great time.  The one disappointment was that the sushi just didn't have enough spice.  Not nearly enough heat.  The staff was excellent and very helpful.  

I would recommend Ra.  The atmosphere alone- great music and fun staff is a good reason to go.",4,0,Error: Extra data: line 5 column 1 (char 273),4,"Positive overall experience with enjoyable atmosphere, friendly staff, and good sushi despite lacking spice.",0,Error: Invalid control character at: line 3 column 51 (char 75)
123,"The 4 stars is in comparison to other Chipotle's I've been to, especially in this area.

I have to admit, when they were building this plaza, my friends and I tried to guess every day what it was going to be. We had it narrowed down to a Chipotle or a sushi joint (both would kill me for sure) and I cannot believe we were actually right. 

I am pretty pleased with this place. Both times I've stopped by it's been clean and pretty speedy service. Every time I come in, I am surprised by all the extra room around to the side and out on the patio and it makes me happy.

I'm sure anyone reading this has been to Chipotle, but if not, or if you're feeling like trying something new.. my signature dish for the past few years has been carnitas bowl with black beans, corn, fajita, lettuce and a little bit of the dairy stuff. Wash it down with a Nantucket nectar apple juice and you're golden.",4,0,Error: Extra data: line 5 column 1 (char 243),4,"The reviewer explicitly states '4 stars' in comparison to other Chipotle locations.  They express positive sentiment about cleanliness, service speed, and ambiance. They also recommend a specific dish and drink combination.",0,Error: Invalid control character at: line 3 column 211 (char 236)
124,"Great place to see a show.  Prices are the best around, and it's never too crowded.",4,0,Error: Extra data: line 5 column 1 (char 166),5,"Very positive review highlighting good value, pricing, and lack of crowds.",4,"This review highlights two major positive aspects: 

* **Excellent value:** The reviewer explicitly states that the prices are the best around. This suggests affordability and a good deal for the experience.
* **Comfortable environment:** The reviewer mentions it's never too crowded, implying a pleasant and uncluttered atmosphere for enjoying the show.  

While there are no explicit negative points mentioned, the lack of detail might indicate that other aspects like acoustics, seating comfort, or staff friendliness weren't noteworthy enough to be mentioned. Overall, the positive emphasis on value and environment leads to a predicted 4-star rating."
125,Usually stop here for breakfast and mimosas. Agreed the service is not always the greatest but who expects 5star service at a breakfast/lunch cafe. I say have a mimosa and chill out. They also have a fun drink/beer list. Or fresh squeezed OJ that is worth the trip. The food is bought locally and prepared fresh so the wait is worth the quality. I usually do the omelettes... mushroom garlic. I can't refuse that mushroom sauce!! I have had their huge a#$ burgers and a couple of their sandwiches. The Loki and the vegetarian stand out. What ever you try I don't think you will be disappointed.,4,4,"The reviewer expresses mostly positive sentiment, praising the food (especially omelettes and burgers), drinks (mimosas and fresh OJ), and local sourcing. While acknowledging occasional service issues, they recommend a relaxed approach and overall express satisfaction.",4,Mostly positive review with some minor service criticisms but overall emphasizes quality food and a relaxed atmosphere.,4,"This review is overwhelmingly positive despite acknowledging a potential drawback. Here's a breakdown:

**Positives:**
* **Food Quality:** The reviewer explicitly praises the fresh, locally sourced ingredients and the taste of their omelettes, burgers, and sandwiches (Loki and vegetarian). They find the food worth waiting for.
* **Drinks:**  They enjoy the mimosas, beer list, and especially the fresh-squeezed orange juice.
* **Overall Experience:** The reviewer suggests a laid-back attitude ('have a mimosa and chill out') indicating a generally pleasant atmosphere. 

**Negatives:**
* **Service:** The reviewer admits that the service isn't always great, but they downplay its importance given the type of establishment.

**Conclusion:**  The emphasis on delicious food, good drinks, and a casual vibe outweighs the minor service concern. A 4-star rating reflects this positive experience."
126,"Nice clean airport with lots of places to shop and lots of food options.  Terminal 4 is nice.

Two things:  

1.  The marathon walk from the Southwest ticket counter to the D gates...good God, they need a tram or moving walkway.

2.  The Security bag screening machines are old and tiny; my bag got stuck; it's NEVER been a problem at any other airport I've been through (SMF, LAS, SNA, ONT, SAN, BUR, SEA, LAX...)

Oh, and if you rent a car, be sure to allow extra time because the shuttle ride to/from the airport itself is at least 10 minutes.  But it's a nice rental car area...",4,0,Error: Extra data: line 5 column 1 (char 228),3,"Mixed review - positive aspects like cleanliness and amenities, but negative complaints about long walks, outdated security equipment, and shuttle time.",0,Error: Invalid control character at: line 3 column 82 (char 105)
127,"While doing a bicycle ride to the Orange Table, I pointed to a friend that LuLus Cupcakes was accessbile from our bike path. She immediately exclaimed- ""we are SO there tomorrow!""

Today, I get a phone call at 4pm, saying she is picking me up to go get those damn cupcakes. She was serious! Since I had off and she got off early, we were able to visit the holy mecca of cupcake land. She picked me up in what may be one of the most ridiculous blue convertables known to man and we zoomed up to Scottsdale, blasting bad hip hop, psyched about individual iced cakes!

Upon arrival, the space was sparse and very IKEA-ish. Pinks and lime greens dominate the palate. To the right of the counter was t-shirts, rubber duckies and other merch. They do have a brown with orange stripes guy shirt...in XL. I guess big men love cupcakes!

But the real star are the cupcakes themselves...lovingly displayed under glass domes. Carrot cakes, german chocolate cake, mocha chocolate cake, blonde (vanilla on vanilla), chocolate on vanilla, and the special of the day key lime....oh man. MERCY. I kept dodging between the carrot and the mocha and went for the Mocha. All natural ingrediants and VEGAN sprinkles! (But very much all dairy icings, btw). Our lady, I think Melissa, was super helpful and even offered samplings of cupcakes to help us decide. She put each individual cupcake in a plastic bubble and in a cute lime green/pink dotted bag. She noted they do have mini cupcakes for events (OMG) and I would totally splurge for those suckers. 

The only real negative (besides times..I mean if this place was open late, it would be HEAVEN) was the lack of drink choices. Coffee, milk or water. Um..I mean, I dont knew a bazillion options, but even tea would have been nice. I chose hot coffee which was fine. But iced coffee as an option would have been kick ass...or lime rickeys! OMG!

As an FYI, you can leave the strip mall complex and head down to the park and eat your delectables under  a shaded tree on a park bench over looking a ""pond"" like we did. I savoured my 2.95 cupcake, and the icing and cake was perfect. I cant even describe how yummy it was. It was worth every cent. And they arent gigantic, so you feel perfectly satisfied with your cupcake.

100% Natural, 100% Naughty is their logo...LOVE IT!",4,5,"This review is overwhelmingly positive. The author uses enthusiastic language to describe the cupcakes, the experience, and the staff. There's only a minor critique about drink options.",5,"The review expresses overwhelmingly positive sentiment about the cupcakes, service, and overall experience.  The reviewer uses enthusiastic language, highlights specific details they enjoyed (like the vegan sprinkles and individual cupcake presentation), and even suggests ways the business could improve while still maintaining a positive tone.",0,Error: Extra data: line 5 column 1 (char 545)
128,"The Harkins Camelview 5 gives Arizonans the unique opportunity to see movies that are normally reserved for screens in NY and CA. Without this theater there would be very little chance to see independent or foreign films in Phoenix. I give a lot of credit to Dan Harkins for keeping this theater open. He certainly can't  make much money at this location. It's financially  impractical to keep such a small theater operating on such prime real estate. This just shows Dan Harkin's commitment to sharing great films with the people of AZ. 

Thanks Dan!",5,5,"This review expresses overwhelming positive sentiment. The reviewer praises the theater for showing unique and independent films, acknowledges the financial challenges it faces, and lauds the owner's commitment to sharing quality cinema.",5,Extremely positive sentiment. Praises the theater for providing unique film experiences and highlights the owner's dedication to independent and foreign cinema.,0,Error: Extra data: line 5 column 1 (char 682)
129,"El Taco de Chandler exceeded my expectations.  I've driven past it almost every day for a year.  My curiosity finally got to me, so my boyfriend and I went in to try the food.  We waited quite a few minutes (easily 10 to 15) for our order, which is a good sign for fresh preparations.  The joint is hooked up with a juke box, pool table, dining area with tables and chairs, and two benches near the register, for those waiting to take their food home.  There were special desserts in a glass display cabinet, including coconut clusters and sweets I've seen in Mexico.  The assortment of beverages is outstanding, offering both Coke and Pepsi products, juices, CapriSun, horchata, beer, and Sunny Delight!  The menu is about par for Mexican restaurants in the Phoenix area, in terms of content and price.  I got a fish taco, which was outstanding!  No cheap tartar sauce here!  I also got a cheese quesadilla, which came garnished with lettuce and tomato slices.  The quesadilla was warm and fresh, on an obviously fresh tortilla filled with tasty cheese.  For the two of us to eat a few a la carte items from the menu, the total came to $11.00.  There are also combination plates available, as well as quite a few soups.  Overall, I was very impressed!  This looks like a fun place to hang out.  The food is definitely worth the wait.  I happened to ask the cashier, and they are open until 10pm on Saturday's.  Muy delicious!",4,0,Error: Extra data: line 5 column 1 (char 253),5,"Overwhelmingly positive sentiment. The reviewer highlights many aspects they enjoyed, from the atmosphere to the specific dishes. They express strong satisfaction with both food quality and value.",4,"This review is overwhelmingly positive.  Here's a breakdown:

**Positives:**
* **High Expectations Met:** The reviewer explicitly states the restaurant exceeded their expectations.
* **Freshness:** They mention the wait time as a good sign for fresh preparation.
* **Ambiance:**  The reviewer highlights the lively atmosphere with a jukebox, pool table, and dining area. 
* **Dessert Selection:** The unique dessert options are praised.
* **Beverage Variety:**  A wide selection of drinks is noted favorably.
* **Delicious Food:** Both the fish taco and quesadilla are described as outstanding.
* **Value for Money:** The meal cost $11 for two people, which is considered reasonable.
* **Friendly Service:** The reviewer interacted positively with the cashier.
* **Extended Hours:**  The late closing time on Saturdays is appreciated.

**Negatives:**
* **Wait Time:** While the reviewer interprets the wait as a positive sign, it could be a deterrent for some customers.

**Overall:** The numerous positive aspects outweigh the single potential negative. The reviewer's enthusiasm and detailed descriptions strongly suggest a highly enjoyable experience. A 4-star rating reflects this."
130,"Drunk people go here. Service is good depending who you get. The Burger according to one Arik B can not taste his burger. When ask the server, how come my friend Arik b can't taste his burger? Why?

You had to be there to laugh. What a fun night!!!!

Don't order the pancakes, they are not very good. The chicken strips were a-ok.",3,0,Error: Extra data: line 5 column 1 (char 232),2,"Mixed review with some positive social aspects ('fun night'), but also negative food feedback ('pancakes not good', 'Arik B can't taste his burger') and inconsistent service.",0,Error: Invalid control character at: line 3 column 45 (char 68)
131,"I finally went here, after reading the reviews and pouting about how busy I was with work and how it is hard to find someone to be my Designated Driver, since Arizona is way more strict than NJ when it comes to people drinking and driving.  

So, I finally arrived at Casey Moore's last night and was impressed.  This is an upgraded Irish pub/bar with a great beer selection, yummy yummy yummy crab cakes, and a cozy atmosphere.  

It was Thursday night in which they have a special on Kiltlifter (sp?) and I was pretty excited.  The music was not that good.  I wish that they would have a DJ there on busy THursday nights.  That would really enhance the atmosphere and probably their people traffic as well.

I vote for a DJ on Thursday nights, heck, I have amazing music, I could just be the DJ.

I will be back very soon to try their oysters and some of the other seafood dishes and of course more beer on tap.

Seriously, you need a DJ on Thursday nights.",4,4,"The reviewer expresses overall positivity about the pub's atmosphere, food, and beer selection. They suggest a DJ for Thursday nights to improve the experience further.",4,"Positive overall sentiment with minor criticisms about the music.  Highlights good food, atmosphere, and beer selection.",4,"This review is overwhelmingly positive.  Here's a breakdown:

**Positives:**
* **Atmosphere:** Described as 'cozy'
* **Beer Selection:** 'Great'
* **Food:**  'Yummy yummy yummy crab cakes', plans to return for oysters and other seafood
* **Overall Impression:**  Intends to return 'very soon'

**Negatives:**
* **Music:** Finds the music lacking on Thursday nights and suggests a DJ.

While the reviewer has a suggestion for improvement, their overall experience was clearly positive. The enthusiasm for the food, beer, and atmosphere outweighs the single negative point about the music. A 4-star rating seems appropriate."
